-117.189722,32.733611,San Diego International Airport
-117.28,33.128333,McClellan-Palomar Airport
-117.215278,32.699167,Naval Air Station North Island
-117.111667,32.563333,Naval Outlying Landing Field Imperial Beach
-117.355278,33.301111,MCAS Camp Pendleton
-117.141667,32.867778,MCAS Miramar
-116.980278,32.572222,Brown Field Municipal Airport
-116.9725,32.826111,Gillespie Field Airport
-117.139444,32.815833,Montgomery Field Airport
-117.351389,33.218056,Oceanside Municipal Airport
